PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,V-Colores,V-Talla,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Color,Color del protector del manillar,Composición,Compuesto del puño,Desplazamiento (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Gama,Longitud (mm),Longitud de control (mm),Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Posición,Talla,Tipo,Tipo de corona,Tipo de piñón,Tipo de puño,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1035264,43400015,FWS301,SCAR,SCAR WH SPACER FRONT,Casquillos rueda delantera SCAR,23.09,19.08,9.27,3701691103694,3,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title>
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Ligero y más duradero que el OEM</li>
<li>Se vende por par</li>
<li>Anodizado en azul, rojo o naranja<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","


 




Ligero y más duradero que el OEM
Se vende por par
Anodizado en azul, rojo o naranja 


",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,,703,55,135,127,41,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035264-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg4NTB8aW1hZ2UvanBlZ3xhR000TDJobU5TOHhNRGcyT1RrNU16VXdORGM1T0M4eE1ETTFNalkwTFRGZk9EQXdWM2c0TURCSXwxMjI5NWE5ZmUzMjdlZGM5OThmMDdhNDdkMWE2YzBkNzA0M2E5M2M3Nzc1YjE1ZjdkNzhhOGQzZDIyM2Y2YTNl,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035255,43400012,RWS502,SCAR,SCAR WH SPACER REAR,Casquillos rueda trasera SCAR,23.09,19.08,12.40,3701691103601,0,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title>
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Liviano y más duradero que el OEM</li>
<li>Vendido por Par</li>
<li>Anodizado en azul, rojo o naranja<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","







Liviano y más duradero que el OEM
Vendido por Par
Anodizado en azul, rojo o naranja 


",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,,651,80,137,125,38,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035255-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE3NzJ8aW1hZ2UvanBlZ3xhRFU0TDJneE15ODRPVFk1TmpBMk5USTVNRFUwTHpFd016VXlOVFV0TVY4NE1EQlhlRGd3TUVnfDdiNzIyMWUyMWJlNjRhNmRkMDJhZTc4MGY1NGI5MmZhNTljOWZlMTExODJlMTE5OTNiMmYwZmNkYzI3Y2FiMDE,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035259,43400013,RWS401,SCAR,SCAR WH SPACER REAR,Casquillos rueda trasera SCAR,23.09,19.08,9.27,3701691103625,1,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title>
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Ligero y más duradero que el OEM</li>
<li>Se vende por par</li>
<li>Anodizado en azul, rojo o naranja<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","







Ligero y más duradero que el OEM
Se vende por par
Anodizado en azul, rojo o naranja 


",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,,487,74,137,127,28,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035259-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4Mjl8aW1hZ2UvanBlZ3xhRGd3TDJnMFppODRPVFk1TmpBM016RTFORGcyTHpFd016VXlOVGt0TVY4NE1EQlhlRGd3TUVnfGIzN2I3MWVkYjRjYWJhOTJhYWQ3ZTIxZmE2NzY1ZWI4N2FlMDg5NDFkMTZkZmUzMzQ0YTQyNmEwZWE3M2Y4ZTA,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035260,43400014,FWS101,SCAR,SCAR WH SPACER FRONT,Casquillos rueda delantera SCAR,23.09,19.08,12.40,3701691103717,1,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title>
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Ligero y más duradero que el OEM</li>
<li>Vendido por par</li>
<li>Anodizado en azul, rojo o naranja<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","


 




Ligero y más duradero que el OEM
Vendido por par
Anodizado en azul, rojo o naranja 


",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,,289,40,135,126,17,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035260-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwNzB8aW1hZ2UvanBlZ3xhRFV4TDJnMU5pODRPVFk1TmpBM05URXlNRGswTHpFd016VXlOakF0TVY4NE1EQlhlRGd3TUVnfGRjNTdmMGYxOGEwODgxOGQwMTRjYjYzOTIyZDRjNGNhYjQ5NThlODg5MzBiNTQ5YmUwNTM1ZDdlYmM1NTNkZmY,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035254,43400016,RWS101,SCAR,SCAR WH SPACER REAR,Casquillos rueda trasera SCAR,23.09,19.08,12.40,3701691103656,5,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title>
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Liviano y más duradero que el OEM</li>
<li>Vendido por Par</li>
<li>Anodizado en azul, rojo o naranja<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","



 




Liviano y más duradero que el OEM
Vendido por Par
Anodizado en azul, rojo o naranja 


",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,,452,63,125,134,27,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035254-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3MTB8aW1hZ2UvanBlZ3xhREUyTDJneFlTODRPVFk1TmpBMk16TXlORFEyTHpFd016VXlOVFF0TVY4NE1EQlhlRGd3TUVnfGNmNjk4OGFkNzZiYWNkMTAyMzk2M2ExNmYwOTllMGQ5ZTU5ZTNlN2Q4MjMzMjJjMjRhNDY5OThlMTcyOGZhM2M,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035252,875048,TT501,SCAR,SCAR THROTTLE TUBE + BEARING BLACK,Caña de gas SCAR de aluminio + Rodamiento negro,56.36,46.58,30.28,3701691102277,2,8409910090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs37063928{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000background-color:transparentfont-weight:normalfont-style:normal}.csE8AC24F0{color:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<ul>			<li>More comfort and less effort</li><li>Stronger than stock </li><li>Non-corrosive anodized finish </li></ul>	</body></html>""""""""""""""""""","														More comfort and less effortStronger than stock Non-corrosive anodized finish 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,,,,1479,79,239,119,52,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035252-1.jpg?context=bWFzdGVyfHJvb3R8NDc5NTh8aW1hZ2UvanBlZ3xhREppTDJnMll5OHhNREk0TlRZNU1UazFPREEzTURJdk9EQXdWM2c0TURCSVh6RXdNelV5TlRJdE1TNXFjR2N8NmI2MTVkOGEyNjM4YzM5NmQ0MGI2N2NlZjQ3ZTY4NjQ4YzQwOWY2OTE2YjBiYWY3Y2JkMmZkOWNlMmFkNDFhNg,https://api.mybihr.com/medias/800Wx800H-1035252-2.jpg?context=bWFzdGVyfHJvb3R8NzAyMDB8aW1hZ2UvanBlZ3xhR1U0TDJnM01pOHhNREk0TlRZNU1UazNOemN6TVRBdk9EQXdWM2c0TURCSVh6RXdNelV5TlRJdE1pNXFjR2N8M2JlZWUzNDE0YWU3YjY1MTlhOTNiYWMwMzg1NmQ0ZjY4MzZhYzRmYjg2MDU1MTkyZTYyMDY4YmE4OTc3ZmRmZA,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035250,49900235,TT102,SCAR,SCAR THROTTLE TUBE + BEARING BLUE,Tubo del acelerador SCAR Aluminio-azul,56.36,46.58,30.28,3701691102314,4,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> 
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style> 
</head> 
<body> 
<ul> 
<li><a id=""_dx_frag_StartFragment""></a>Más comodidad y menos esfuerzo </li>
<li>Más fuerte que el original </li>
<li>Acabado anodizado no corrosivo <a id=""_dx_frag_EndFragment""></a></li>
</ul> 
</body> 
</html>","
 
 
  
 
 
 
 
Más comodidad y menos esfuerzo 
Más fuerte que el original 
Acabado anodizado no corrosivo 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,,,,613,92,198,91,34,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1035250-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEyMDE4fGltYWdlL2pwZWd8YUdZNEwyaGxaUzh4TURnMk9UazVNek13T0RFNU1DOHhNRE0xTWpVd0xURmZPREF3VjNnNE1EQkl8NWViYjMwMWY1ZWFhYWY4ZTI2ODQzODliMTJhNzQyZmMyODlkZGY1ODllYjY3NzYwMWI1ZjYwODExNjRmYjhiNQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035248,875044,TT100B,SCAR,SCAR THROTTLE TUBE + BEARING BLUE,Caña de gas SCAR de aluminio + Rodamiento azul,56.36,46.58,30.28,3701691102345,2,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs37063928{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000background-color:transparentfont-weight:normalfont-style:normal}.csE8AC24F0{color:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<ul>			<li>More comfort and less effort</li><li>Stronger than stock </li><li>Non-corrosive anodized finish </li></ul>	</body></html>""""""""""""""""""","														More comfort and less effortStronger than stock Non-corrosive anodized finish 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,,,,1328,105,167,159,50,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035248-1.jpg?context=bWFzdGVyfHJvb3R8MjA2ODE0fGltYWdlL2pwZWd8YUdSbUwyaGpNeTh4TURJNE5UWTVNVFk1TlRreU5qSXZPREF3VjNnNE1EQklYekV3TXpVeU5EZ3RNUzVxY0djfDNkYWMzN2IzODY3N2Y3MTMyMGNlMDdlZjNjMDQwMDVjOTIyZDNiMWIxZjAwYjA2ZmUzNGViMWQ4YzhkNjU2M2U,https://api.mybihr.com/medias/800Wx800H-1035248-2.jpg?context=bWFzdGVyfHJvb3R8MTQ3Mjk5fGltYWdlL2pwZWd8YURJNEwyaGhPUzh4TURJNE5EZ3pPRE0yTkRjM056UXZPREF3VjNnNE1EQklYekV3TXpVeU5EZ3RNaTVxY0djfDNmOGIxMWJlMjA5ODEzODliNDNmMGJhNjI3ZTdiNDcxYzdkYWIxYTIwMDhlYzJhZjAyNDI0MDk5ZjI3NmU2M2Q,https://api.mybihr.com/medias/800Wx800H-1035248-3.jpg?context=bWFzdGVyfHJvb3R8NzAyMDB8aW1hZ2UvanBlZ3xhRFV6TDJnM01pOHhNREk0TlRZNU1UY3lNakUwTURZdk9EQXdWM2c0TURCSVh6RXdNelV5TkRndE15NXFjR2N8ZTNlM2FkODc3MTU5ZWQ4YjNmZGU3ODg0MzhmOTVkZjQwMDRjYzg0Yjg0M2E3OTdlNmRhYjMwYjYxYjQzNmU2Zg,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035249,875049,TT101,SCAR,SCAR THROTTLE TUBE + BEARING BLACK,Caña de gas SCAR de aluminio + Rodamiento negro,56.36,46.58,30.28,3701691102321,3,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs37063928{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000background-color:transparentfont-weight:normalfont-style:normal}.csE8AC24F0{color:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<ul>			<li>More comfort and less effort</li><li>Stronger than stock </li><li>Non-corrosive anodized finish </li></ul>	</body></html>""""""""""""""""""","														More comfort and less effortStronger than stock Non-corrosive anodized finish 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,,,,1149,80,224,114,45,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035249-1.jpg?context=bWFzdGVyfHJvb3R8ODcwNzB8aW1hZ2UvanBlZ3xhR1EyTDJnMk55OHhNREk0TlRZNU1UYzFORGt3T0RZdk9EQXdWM2c0TURCSVh6RXdNelV5TkRrdE1TNXFjR2N8MzdjOGJiMzRhNDY5YzAzNmQ5MGU4ZGYwZWRjYWM1ZTc0MGViMTM4ZWZhMDZmZTcyYjhkNTA2MzRiZDRhNzg1Nw,https://api.mybihr.com/medias/800Wx800H-1035249-2.jpg?context=bWFzdGVyfHJvb3R8NzAyMDB8aW1hZ2UvanBlZ3xhR1kxTDJnMVpDOHhNREk0TlRZNU1UYzRNVEV5TXpBdk9EQXdWM2c0TURCSVh6RXdNelV5TkRrdE1pNXFjR2N8YjEyZDY4MWIwNTE0ZGQ4NmUxMGJmMGU1NjViOGJlMmExYzAxOWU5ZGIyODBkZDBmZDVjMmM4ZTE4OGJmM2NiYg,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035253,875056,TT502,SCAR,SCAR THROTTLE TUBE + BEARING BLACK,Caña de gas SCAR de aluminio + Rodamiento negro,56.36,46.58,30.28,3701691102260,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000background-color:transparentfont-weight:normalfont-style:normal}.csA7555675{color:#000""""background-color:transparentfont-weight:normalfont-style:normal}.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}</style>	</head>	<body>		<ul>			<li>More comfort and less effort</li><li>Stronger than stock </li><li>Non-corrosive anodized finish</li></ul>		<p> </p></body></html>""""""""""""""""""","														More comfort and less effortStronger than stock Non-corrosive anodized finish		 """"""""""""""""""",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,,,,1656,114,168,159,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035253-1.jpg?context=bWFzdGVyfHJvb3R8Mzg1NDN8aW1hZ2UvanBlZ3xhR0k0TDJnM09TOHhNREk0TlRZNU1UazVOek01TVRndk9EQXdWM2c0TURCSVh6RXdNelV5TlRNdE1TNXFjR2N8MGVjMTE1ZGUxNjYxODRjYWZmNmQzOGRhNzJlMTlkYjRlNzQzODc3NjM3M2RhYTkzNGUzNDBlNmViN2MxZTE0Zg,https://api.mybihr.com/medias/800Wx800H-1035253-2.jpg?context=bWFzdGVyfHJvb3R8NzAyMDB8aW1hZ2UvanBlZ3xhREEzTDJnNE55OHhNREk0TlRZNU1qQXlNell3TmpJdk9EQXdWM2c0TURCSVh6RXdNelV5TlRNdE1pNXFjR2N8OWM5Y2E3ZDhlYWEyOWI5ZDJlNjA5ZDQ0OTU0ZTVkY2RkZWFlOTc3OTAzOWQ1YjJhMzU4NjJhMzA0OWEzZGE1ZA,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1057272,440722,S2516,SCAR,SCAR FOOT PEGS TITANE,Estriberas SCAR Gripper - Titanio,272.15,224.92,146.20,3701691110227,3,8714109090,0,1,"<p>» Titanio de grado aeroespacial y soldadura reforzada.<br>
» El cuerpo de los reposapiés mide 60 mm de ancho - 10 mm más ancho que OEM.<br>
» Peso ultra ligero a aproximadamente 300g por par.<br>
» Calidad superior y alto rendimiento.<br>
» Cada juego es fabricado a mano.<br>
» 27 dientes para una mayor resistencia y agarre extra.<br>
» Utilizado por nuestros equipos de carreras de fábrica.</p>","
» Titanio de grado aeroespacial y soldadura reforzada.
» El cuerpo de los reposapiés mide 60 mm de ancho - 10 mm más ancho que OEM.
» Peso ultra ligero a aproximadamente 300g por par.
» Calidad superior y alto rendimiento.
» Cada juego es fabricado a mano.
» 27 dientes para una mayor resistencia y agarre extra.
» Utilizado por nuestros equipos de carreras de fábrica.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,,,1712,396,186,177,52,,,,,,,,,,,Titanio,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1057272-1.jpg?context=bWFzdGVyfHJvb3R8ODQ5OTd8aW1hZ2UvanBlZ3xhR1k1TDJoalpDOHhNREk0TlRZNU16WTFOVFExTWpZdk9EQXdWM2c0TURCSVh6RXdOVGN5TnpJdE1TNXFjR2N8OGUzZTQ0MzkzMzY3MzhlMDUwMTcyMzIzYjlhNzNiYzYyZWM5NjdiZjZmNzZlY2NhOGM4MGIwNjE0MGRhNTA2Mg,https://api.mybihr.com/medias/800Wx800H-1057272-2.jpg?context=bWFzdGVyfHJvb3R8NDI3Mjk5fGltYWdlL2pwZWd8YUdZMUwyaG1ZUzh4TURJNE5EZ3pPRGMxTnprNU16UXZPREF3VjNnNE1EQklYekV3TlRjeU56SXRNaTVxY0djfDljYzc4OTRhMGZjNjI1OTIyMjRlZGMzMGY5YjJhMGFhMDA3ZmI4NzU5NjBiMzI3OTcwYmZmMWNkYTgyNzkzZGY,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1057293,87000074,PBL501,SCAR,SCAR LEVER BRAKE,Maneta de freno SCAR FLEX plegable negro,67.46,55.75,36.24,PBL501,1,8714109090,0,1,<p> SCAR Flex levers are made of aluminium and feature a 180° foldback system that prevents the lever breaking in the event of an impact or fall. </p><ul><li> Lighter and stronger than the OEM lever</li><li> Adjustable to the size of the rider's hand </li></ul>,"
 SCAR Flex levers are made of aluminium and feature a 180° foldback system that prevents the lever breaking in the event of an impact or fall.  Lighter and stronger than the OEM lever Adjustable to the size of the rider's hand ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,,,952,130,268,111,32,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1057293-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYxMzZ8aW1hZ2UvanBlZ3xhREV4TDJneE15OHhNRGczTURBd01ERXlNemt6TkM4eE1EVTNNamt6TFRGZk9EQXdWM2c0TURCSXw3MDA3NTRhYmE1ZmY1YmY2NTE5NjgyNzIxMzQwZTNlNjdmZTE4OTQ0MDU4MzQzYTEzYjA0NmFlZjQ5OTY3MjA1,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1068022,,STIM6X25-02,SCAR,SCAR BOLT KIT M6 X 25,Juego de tornillos de titanio SCAR M6x25 por 2,10.29,8.50,5.53,3701691109726,0,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> 
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> 
</head> 
<body> 
<ul> 
<li><a id=""_dx_frag_StartFragment""></a>Tornillos de Titanio Grado 5 Ti-6AI-4V<a id=""_dx_frag_EndFragment""></a></li></ul> 
</body> 
</html>","
 
 
  
 
 
 
 
Tornillos de Titanio Grado 5 Ti-6AI-4V 
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,,,21,7,88,24,10,,,,,,,,,Titanio,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1068022-1.jpg?context=bWFzdGVyfHJvb3R8NDg4ODl8aW1hZ2UvanBlZ3xhR1V4TDJobE1TOHhNREk0TlRjd09ETTJNVGN6TVRBdk9EQXdWM2c0TURCSVh6RXdOamd3TWpJdE1TNXFjR2N8YmY4MWNiZDU5NTM5MWQ5MjU1NzA0NWFmYWY4M2UwZWRhMzY4ZDlkNWE4MmFiY2ZhZjMzNjNhMDEwZTRmNDA1Ng,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1057254,4460116145,STIM8X20-02,SCAR,SCAR BOLT KIT TITANE 8X20,Kit de tornillos para el motor SCAR Titanio,11.50,9.50,6.18,3701691109979,3,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title>
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>
</head>
<body>
<ul>
<li><a id=""_dx_frag_StartFragment""></a>Titanio de Grado Aeroespacial 5 Ti-6AL-4V</li>
<li>Mecanizado CNC</li>
<li>Ultra ligero (mitad del peso equivalente en acero)<a id=""_dx_frag_EndFragment""></a> </li>
</ul>
</body>
</html>","







Titanio de Grado Aeroespacial 5 Ti-6AL-4V
Mecanizado CNC
Ultra ligero (mitad del peso equivalente en acero) 


",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,,,93,13,81,72,16,,,,,,,,,Titanio,,,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1057254-1.jpg?context=bWFzdGVyfHJvb3R8NTMyMjN8aW1hZ2UvanBlZ3xhRFkxTDJoa01pOHhNREk0TlRZNU16STNOVE0wTXpndk9EQXdWM2c0TURCSVh6RXdOVGN5TlRRdE1TNXFjR2N8MzZjZWU1NzY2NWEzNGVlZGVkMDdhMDY5MWU5ODBiNjQ2MWFjZmVkMDM3NDk2ZWQ0YTA1MjFiOWRlOTZkY2NlZg,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1057292,87000073,PBL500,SCAR,SCAR LEVER BRAKE,Maneta de freno SCAR FLEX plegable negro,67.46,55.75,36.24,3701691102901,2,8714109090,0,1,<p> SCAR Flex levers are made of aluminium and feature a 180° foldback system that prevents the lever breaking in the event of an impact or fall. </p><ul><li> Lighter and stronger than the OEM lever</li><li> Adjustable to the size of the rider's hand </li></ul>,"
 SCAR Flex levers are made of aluminium and feature a 180° foldback system that prevents the lever breaking in the event of an impact or fall.  Lighter and stronger than the OEM lever Adjustable to the size of the rider's hand ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,,,912,122,269,106,32,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1057292-1.jpg?context=bWFzdGVyfHJvb3R8NDEwMTd8aW1hZ2UvanBlZ3xhREF5TDJobE5DOHhNREk0TlRjd056VTBPVEE0TkRZdk9EQXdWM2c0TURCSVh6RXdOVGN5T1RJdE1TNXFjR2N8MzI4MDQyYTAwYTEyODhlNWVkZjVhOGEwZjVhMGEyMjFmZTk4ZmE0M2U5ZThkNjY4MjA5MzE1MzcxNjY3ZDFmOQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
