PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Diámetro Ø (mm),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1105241,46GR,HJ-902.11-GRANEL,ALHONGA,ALHON 25PR BRAKE SH W/STUD CANTILEVER,Bolsa de 25 juegos zapatas BTT Esparrago. Granel,25.00,20.66,5.00,8430525003811,235,8714109090,0,1,Bag 25 pairs of brake shoes w/stud for cantilever system. In bulk,Bag 25 pairs of brake shoes w/stud for cantilever system. In bulk,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2387,1339,182,166,79,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105241-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODYyMjh8aW1hZ2UvcG5nfGFEZzFMMmcyTlM4eE1EZzJOakk0T0RZMU5qUXhOQzh4TVRBMU1qUXhMVEZmT0RBd1YzZzRNREJJfDcxZjdhNDU3ZjJmNWIyZGMzMWJmZTgyMjBlNzM4MzFkOGQ0ZGNhYmIyOWVlMDliY2ZmNjg1NWIxMWQxZjhhYTA,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104708,15275,HJ-W6088-Ø203,ALHONGA,ALHON BRAKE DISC WAVE Ø203 IS 6 SCREW,Disco freno bici wave Ø203,15.00,12.40,4.99,8430525152755,6,8714109090,0,1,<font size=1><font size=1><p align=left><font size=3>Disco de freno �203 mm.</font></p><p align=left><font size=3>IS (International Standard)</font></p><p align=left><font size=3>6 tornillos.</font></p><p align=left><font size=3>Secci�n variable: 13-18mm.</font></p><p><font size=3>Peso: 210gr.</font></p></font></font>,Disco de freno �203 mm.IS (International Standard)6 tornillos.Secci�n variable: 13-18mm.Peso: 210gr.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,930,256,325,220,13,,E-Bike & MTB,https://api.mybihr.com/medias/1104708-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyNjM4fGltYWdlL3BuZ3xhRGhsTDJnNFl5OHhNRGcyTlRVeE5EQTFNelkyTWk4eE1UQTBOekE0TFRGZk9EQXdWM2c0TURCSXxkOTUzOWY1YWQ1OWM5Nzg5YTM2MjE4MWIwYzIzNTZiOTM0YzE2OTllYTFhODhmZWI5MTA1NzlmZGIzYzNiNmI0,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104900,35409,HHR501,ALHONGA,ALHON HYDRA HOSE REBUILD KIT HAYES STROK,"Kit de reparación latiguillo de freno Hayes Stroker Ryde/Dyno, Alhonga",3.00,2.48,1.22,8430525354098,64,8714109090,0,1,"<p>KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.</p><p>&nbsp;</p><p>Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.</p><p><br><strong>Aplicaci�n:</strong> HAYES</p><p>Stroker Ryde, Stroker Dyno</p><p><strong>Aplicaci�n:</strong> ALHONGA</p><p>HJ-OD04 (Ref.15441)</p>","
KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.
 
Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.
Aplicaci�n: HAYES
Stroker Ryde, Stroker Dyno
Aplicaci�n: ALHONGA
HJ-OD04 (Ref.15441)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,49,13,74,73,9,,Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104900-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg5NzM1fGltYWdlL3BuZ3xhRGs0TDJneE5TOHhNRGcyTmpJNE1qWXlOekV3TWk4eE1UQTBPVEF3TFRGZk9EQXdWM2c0TURCSXxiZGQ4NTQxZjZlNGVkZDg5MjhlOTZlN2U2M2IyZjBmNzdmNTcxM2ZmNzcwMjBlMWNlMGFmZmRmNDRiYzI2NTk1,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104896,35405,HHR103,ALHONGA,ALHON HYDRA HOSE REBUILD KIT SHI XTR -06,Kit de reparación latiguillo de freno Shimano XTR (05-06),16.00,13.22,4.00,8430525354050,184,8714109090,0,1,"<p>KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.</p><p>&nbsp;</p><p>Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.</p><p><br><strong>Aplicaci�n:</strong> SHIMANO<br>XTR (05-06)</p>","
KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.
 
Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.
Aplicaci�n: SHIMANOXTR (05-06)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,63,30,81,71,11,,Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104896-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk0OTg5fGltYWdlL3BuZ3xhR0pqTDJoaE55OHhNRGcyTlRVeE5EZzBNREE1TkM4eE1UQTBPRGsyTFRGZk9EQXdWM2c0TURCSXw5NDhlY2UzZDM4M2VmOWY5YjNiZWUyMmRmNGJkNGJiNTQ4MjFmMGU1N2MwNjg3OWJkNzQwOWM3N2VjMjljZDQ1,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105242,46ZE,HJ-232.11,ALHONGA,ALHON BAG 25PRS OF BRAKE SHOES CANTILEVE,Bolsa de 25 juegos zapatas BTT. Esparrago (tipo corto),17.99,14.87,5.99,8430525004979,30,8714109090,0,1,Bag 25 pairs of brake shoes w/short stud for cantilever system,Bag 25 pairs of brake shoes w/short stud for cantilever system,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1730,1118,182,144,66,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105242-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc0MTUxfGltYWdlL3BuZ3xhR0psTDJoaVlTOHhNRGcyTmpJNE9UQTBPVFl6TUM4eE1UQTFNalF5TFRGZk9EQXdWM2c0TURCSXw3NmJhYWZmM2M0MDQ2MmNlY2M4MmJkYTY2NDY4ZDIzYTE1MTM0NDM0MjEzNjZjMDVhOTE0ZjU4MzkxMDdhY2Q2,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105297,820AZ,HJ-288ADV-B,ALHONGA,ALHON LEVER SET V-BRAKE FORJADAS. BLUE,Juego de manetas V-Brake aluminio. Azul,11.50,9.50,1.94,8430525038189,114,8714109090,0,1,"Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Blue lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.","Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Blue lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,714,197,132,123,44,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105297-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY2NzUyfGltYWdlL3BuZ3xhRGN6TDJneE9TOHhNRGcyTmpJNU1EWXlNalE1TkM4eE1UQTFNamszTFRGZk9EQXdWM2c0TURCSXwwYjUwNDAzMGY1NWFlZGEyMDIzYjhjZDVjNTliYTQ0ZGMzZjJiOTUxNjdlYTBhMzIzMjA4NmQ3MGMwNTYwM2Vj,https://api.mybihr.com/medias/1105297-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTQxfGltYWdlL3BuZ3xhR00xTDJnellpOHhNRGcyTmpJNU1UQXhOVGN4TUM4eE1UQTFNamszTFRKZk9EQXdWM2c0TURCSXxjYjdlOWZlMWJlYWJkZGQ0ODgxODk2YzkzMzI5M2NhZTc2OGVhZTlmZDRiMmNhOWQ0NTc0YTk0ZmE3NmM5MjU4,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105302,836D,N8015ADU-FRONT,ALHONGA,ALHON FRONT U-BRAKE SYSTEM SET,U-Brakes delanteros,13.50,11.16,4.50,8430525120266,61,8714109090,0,1,"Front U-Brake system set for bicycle.
BMX/Free Style.
Melt-forged alloy. Black color.
Spring system coil type.
Dimension: 29-45mm Weight: 176gr","Front U-Brake system set for bicycle.
BMX/Free Style.
Melt-forged alloy. Black color.
Spring system coil type.
Dimension: 29-45mm Weight: 176gr",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,567,205,128,123,36,,BMX & Ciudad & Infantil,https://api.mybihr.com/medias/1105302-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE3Nzk0fGltYWdlL3BuZ3xhR1UwTDJnM1ppOHhNRGcyTmpJNU5ESXlOamszTkM4eE1UQTFNekF5TFRGZk9EQXdWM2c0TURCSXxhNTNiMmVkNzU5NGYyNWFmOTc4ZjczNTQwMDNmNDMxZDFlMWMzYWMyMWUyNjE1ZjZlZTE0OGViYTAwOTk5OTgx,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104393,8552,HJ-806ADO-CF,ALHONGA,ALHON V-BRAKE SET ALUMINUM. CF LOOK,Juego de frenos V-Brake ALU. C/Fiber,8.49,7.02,4.56,8430525085527,0,8714109090,0,1,"<ul>
<li>V-Brake system set</li>
<li>Melt-forged alloy</li>
<li>Spring type: Coil</li>
<li>Dimension: 20-38mm</li>
<li>Peso: 183gr (wheel)</li>
<li>Carbon Fiber look</li>
</ul>","
V-Brake system set
Melt-forged alloy
Spring type: Coil
Dimension: 20-38mm
Peso: 183gr (wheel)
Carbon Fiber look
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,616,187,180,95,36,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104393-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI1Mjg3fGltYWdlL3BuZ3xhR0l5TDJnd1lTOHhNRGcyTmpJM09UTTFNRE13TWk4eE1UQTBNemt6TFRGZk9EQXdWM2c0TURCSXw5ZGYxOTk5YzRhYTdlMmNlMTZhODFhNWRmZjhlYWI3MDAyYTM2MGJhNzBiZDkwYWQxYjQ0Mzk0ZDc0OTEwNGZm,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104328,205,P7071,ALHONGA,ALHON BOTTLE 200PCS O-RINGS WIRE RUBBER,Bolitas anti-vibracion (bote de 200 u),19.99,16.52,2.05,8430525014176,59,8714109090,0,1,Donuts antivibraci�n cable. Bote de 200 unidades.,Donuts antivibraci�n cable. Bote de 200 unidades.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,219,69,51,50,86,,Todos,https://api.mybihr.com/medias/1104328-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU1MjY5fGltYWdlL3BuZ3xhR1ZoTDJnNFl5OHhNVFUzTlRjM01UZzRPVFk1TkM4eE1UQTBNekk0TFRGZk9EQXdWM2c0TURCSXxlMTc2NjljYjI1ODE4M2Q1YTIyMWU1ZGJlMTg5N2M5MDJkNGYzN2Q1ODZjMjI1NzMwMmIyOTlkMDUyMzU2Njky,https://api.mybihr.com/medias/1104328-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg5MzAxfGltYWdlL3BuZ3xhRFZrTDJnellpOHhNVFUzTlRjM01qRTFNVGd6T0M4eE1UQTBNekk0TFRKZk9EQXdWM2c0TURCSXw5MDlhMjRiODM3OWRhYzkzMzQwNDJhOTExOGU2N2ZkN2IxZmViNWExZGUzNWRmYzBjNDY0YzNiMmFiODEyZWIy,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1038962,35401,CC-GO02-Ø5MM,ALHONGA,ALHON SPAREPARTS CABLE CASING 5MM YELOW,Funda cable acero laminado Ø5 amarillo 2m,4.99,4.12,2.68,8430525354012,48,8714109090,0,1,<p>AMARILLO. Rollo 2m.</p>,"
AMARILLO. Rollo 2m.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,468,110,125,117,32,,Todos,https://api.mybihr.com/medias/1038962-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE4MjU1fGltYWdlL3BuZ3xhR0psTDJnek15OHhNRGcyTlRVeE9EQTFNVE0xT0M4eE1ETTRPVFl5TFRGZk9EQXdWM2c0TURCSXxmMWM5MDNjMzQ5YmY1ZGQ1YWU0NjJlOTAyY2M1NWRlNGUzZTJlNWRkMzdlOTc4ZTkzYTNkODk3YzNmNjVhMGMz,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104901,35410,HHR502,ALHONGA,ALHON HYDRAULIC HOSE REBUILD KIT HAYES,"Kit de reparación latiguillo de freno Hayes Stroker Trail/Carbon/Ace/Gram, El Camino, Prime Pro/Expert, Alhonga OD03",9.00,7.44,0.99,8430525354104,318,8714109090,0,1,"<p>KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.</p><p>&nbsp;</p><p>Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.</p><p><br><strong>Aplicaci�n:</strong> HAYES</p><p>Stroker Trail / Carbon / Ace / Gram, El Camino, Prime Pro / Expert</p><p><strong>Aplicaci�n:</strong> ALHONGA</p><p>HJ-OD03</p>","
KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.
 
Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.
Aplicaci�n: HAYES
Stroker Trail / Carbon / Ace / Gram, El Camino, Prime Pro / Expert
Aplicaci�n: ALHONGA
HJ-OD03",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,78,21,76,73,14,,Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104901-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1ODYyfGltYWdlL3BuZ3xhR0l6TDJnelppOHhNRGcyTmpJNE16QXlNRE14T0M4eE1UQTBPVEF4TFRGZk9EQXdWM2c0TURCSXw4NTY2MDM1MjM3N2NiYTcwMDM5ZDhlMTBhMDMxYjJmMDRmNzIxMjM5ZDY2ZGJjNTRhZDkxZGRjNzdmZTE5Njdm,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104329,209,SNGP713,ALHONGA,ALHON 50PCS O-RINGS FOR WIRE TPR RUBBER,Funda antivibración cable bolsa 50 uds,6.00,4.96,1.99,8430525125636,15,8714109090,0,1,Fundas antivibraci�n cable. Instalaci�n r�pida. Sin necesidad de desmontaje. Bolsa de 50 unidades.,Fundas antivibraci�n cable. Instalaci�n r�pida. Sin necesidad de desmontaje. Bolsa de 50 unidades.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,58,4,121,80,6,,Todos,https://api.mybihr.com/medias/1104329-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MDM5fGltYWdlL3BuZ3xhRGcwTDJnM1lpOHhNRGcyTmpJM09ERXpOemc0Tmk4eE1UQTBNekk1TFRGZk9EQXdWM2c0TURCSXw1ZjdlMGI5N2M0ZmY2MjY2OGRmNmQzZDZmOGI4MGU0N2VlN2Q1NjdlOGIxYzE2NzNkZmIwZGNjM2U4MTZmOWVl,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104895,35404,HHR102,ALHONGA,ALHON HYDRA HOSE REBUILD KIT SHI. XT XTR,"Kit de reparación latiguillo de freno Shimano XT, XTR, Saint",13.50,11.16,7.25,8430525354043,0,8714109090,0,1,"<p>KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.</p><p>&nbsp;</p><p>Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.</p><p><br><strong>Aplicaci�n:</strong> SHIMANO<br>XT (05-07), XTR (11), Saint.</p>","
KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.
 
Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.
Aplicaci�n: SHIMANOXT (05-07), XTR (11), Saint.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,74,22,78,68,14,,Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104895-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5NzYyfGltYWdlL3BuZ3xhRFZtTDJnM09DOHhNRGcyTmpJNE1UZzBNRFkzTUM4eE1UQTBPRGsxTFRGZk9EQXdWM2c0TURCSXxjYTAwMDVjZTg0NmU0YTYyNjdlZDdhODBiOWZjM2FjZmJhYjNjYWNkM2Y4OTVmODgwNDhjODQ3MmQxZmE3OTVk,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105328,970PL,HJ360PDV-SILVER,ALHONGA,ALHON LEVER SET V-BRAKE ALUMINUM. SILVER,Juego manetas MTB Plata. 2 Dedos,7.99,6.60,4.29,8430525130340,2,8714109090,0,1,"Brake lever set MTB/City/Trekking
Bracket: Nylon. Lever: Alloy forjado. Color Silver.
For V-Brake system..
Twist & Thumb shifter compatible.
Weight: 91gr (piece)","Brake lever set MTB/City/Trekking
Bracket: Nylon. Lever: Alloy forjado. Color Silver.
For V-Brake system..
Twist & Thumb shifter compatible.
Weight: 91gr (piece)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,792,196,160,127,39,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105328-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyOTQ3fGltYWdlL3BuZ3xhRGN6TDJoak1TOHhNRGcyTmpJNU56TTNNamN3TWk4eE1UQTFNekk0TFRGZk9EQXdWM2c0TURCSXwwMjAzNTA4NjA5OTY4ZDlkZDI2N2YyZDJjMTViYzEyYmM4M2Y2OGQ3YzI2OWNkNGMwN2FhNzIwOWNkYzM5ODBj,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104362,834,HJ-607A.8,ALHONGA,ALHON CABLE PROTECTOR FOR V-BRAKE SYSTEM,Fuelle proteccion cable freno V-Brake,0.50,0.41,0.27,8430525017146,228,8714109090,0,1,"Cable protector for V-Brake system. 35mm
Black rubber.","Cable protector for V-Brake system. 35mm
Black rubber.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,14,2,50,26,11,,BMX & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104362-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTM0MjJ8aW1hZ2UvcG5nfGFHSXlMMmcwTmk4eE1EZzJOVFV4TWpBNE56VTRNaTh4TVRBME16WXlMVEZmT0RBd1YzZzRNREJJfGU2OTI3OTZjOWNlZjliMjljNzFmNWRjOWI3NjBhNTg4MDhkNTc0ZmVlMGRkZGNkODEzYzhiODMzZjVhYWRkYWU,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1038703,227,SP-5,ALHONGA,ALHON SPAREPARTS CABLE COVER 5MM,Funda cable index 5 mm ALHONGA - Caja de 50m,65.00,53.72,32.23,8430525013339,0,8714109090,0,1,Funda de cable. Index. Negro.<br><br><strong>Ø:</strong> 5 mm.<br><strong>Caja:</strong> 50 m.,Funda de cable. Index. Negro.Ø: 5 mm.Caja: 50 m.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,7358,2140,347,342,62,,Todos,https://api.mybihr.com/medias/1038703-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMTF8aW1hZ2UvanBlZ3xhRGd5TDJnd055ODVNVEEyTVRReE9EQTJOakl5THpFd016ZzNNRE10TVY4NE1EQlhlRGd3TUVnfGJmYmNhMmMwOTM5ZWYzZjk2N2Y5NjY4NWJiMmY3NThlMzA0ZTExM2E5ZmFiZWM2Y2JkNzljMTcxZmVkZjI1YTY,https://api.mybihr.com/medias/1038703-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjEyMDg1fGltYWdlL2pwZWd8YURaaUwyZzFZUzg1TVRBMk1UUXlNVGs1T0RNNEx6RXdNemczTURNdE1sODRNREJYZURnd01FZ3xmMzAwNWNmY2Y1ODgwNzZkNjM3NDRjMDYwYmI3OTQ4ODRjNzIzZDhkOWNhYTIxN2EzNWFmZGQ1ODQ0NzRjZWI0,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104908,35425,PI-F160,ALHONGA,ALHON FRONT CALIPER ADAPTOR PM 160,Adaptador de pinza PM Del.160MM,6.50,5.37,2.42,8430525354258,11,8714109090,0,1,IS. International Stardard<br><strong>Delantero:</strong> �160 mm.,IS. International StardardDelantero: �160 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,199,26,112,89,20,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104908-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTU1fGltYWdlL3BuZ3xhR0V6TDJnNU1pOHhNRGcyTlRVeE5qUXhNamsxT0M4eE1UQTBPVEE0TFRGZk9EQXdWM2c0TURCSXw0MzhmY2NkYmM3ZGM1MjNhM2MzM2FmNDU4NWE1ZDI1MTVmYzFkMjEyNzFmMmFiNzEzMTZiYWRjZTNlMDA5NTQ1,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104903,35412,HJ-ADR02-BLACK,ALHONGA,ALHON CENTER LOCK ADAPTOR W/LOCKRING BLK,Conversor disco universal a center lock con arandela de cierre color negro,20.99,17.35,10.41,8430525354128,45,8714109090,0,1,Conversor con arandela de cierre. Para discos IS de 6 tornillos. Color negro.,Conversor con arandela de cierre. Para discos IS de 6 tornillos. Color negro.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,49,34,70,70,10,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104903-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5MDM1fGltYWdlL3BuZ3xhR000TDJoaU1DOHhNRGcyTmpJNE5ESTJOVFV3TWk4eE1UQTBPVEF6TFRGZk9EQXdWM2c0TURCSXxiYzllZDIxY2ViYmE3NjMzNDUxNTViZTc1OWI4NTgyMGMwYjkyNDI5MzQ4M2Q4ZWNlNTFhYTNmZTU3NzNiNDBh,https://api.mybihr.com/medias/1104903-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0NDQ1fGltYWdlL3BuZ3xhRFkzTDJoak1TOHhNRGcyTmpJNE5EY3lOREkxTkM4eE1UQTBPVEF6TFRKZk9EQXdWM2c0TURCSXxiZDk4ZDk4NWZlYjdkMjRlMjcwMzk0ODYwNWRiNzFlYjVlNzA4ZWI0ODNlM2QzYTIwNTMzYTkyZDE2MWJhZjMw,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104913,35430,PP-F180-2,ALHONGA,ALHON FRONT CALIPER ADAPTOR PM 180,Adaptador de pinza PM Del.180mm,9.00,7.44,2.50,8430525354302,151,8714109090,0,1,PM. Post Mount<br>Delantero �180 mm.,PM. Post MountDelantero �180 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,96,24,83,77,15,,E-Bike & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104913-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxNDM4fGltYWdlL3BuZ3xhR0ZpTDJnd01pOHhNRGcyTmpJNE56ZzJPVGs0TWk4eE1UQTBPVEV6TFRGZk9EQXdWM2c0TURCSXxhMDU3NDc4MDNmN2I3ZDg2M2UwZGRlMGNmMWU4ZWE1OTgxNDQwZjBiNGNlOTlmMDU2NjVjMjQ4NWU2Zjg0Yzc2,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101417,4ZE,HJ-902.13,ALHONGA,ALHON 4 BRAKE SHOE SET XTR (70 MM),ALHONGA Juego de 4 zapatas de freno cantilever Shimano XTR (70 mm),3.50,2.89,1.16,8430525003026,984,8714949090,0,1,Juego de 4 zapatas con espárrago para sistema cantilever. Color negro. Largo: 70mm. Tipo Shimano XTR,Juego de 4 zapatas con espárrago para sistema cantilever. Color negro. Largo: 70mm. Tipo Shimano XTR,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,318,169,180,93,19,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101417-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyMDQyfGltYWdlL2pwZWd8YURJekwyZzRNQzg1TmpNeE9UY3dNekk0TmpBMkx6RXhNREUwTVRjdE1WODRNREJYZURnd01FZ3xjODMwYmExMzk3MzM0MzAwYzkxYjVkNGJkNzY1MWFiYjFmZWE4ZjA2N2RmZGIyOTFhY2Y2M2I5YmY3ZjA3YWM2,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
