PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Anchura (mm),Cantidad,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Diseño,Embalaje,Entre centro,Eslabones de cadena,Espesor (mm),Longitud (mm),Número de fases,Output,Posición,Rango de uso,Referencias OEM,Technology,Tipo de producto,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1003713,634127,OSL-204,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX (sin válvulas) - DT/RD125 82-84,35.09,29.00,17.40,634127,6,8484200090,0,1,Se compone de 8 Retenes,Se compone de 8 Retenes,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,80,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003713-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2OTV8aW1hZ2UvanBlZ3xhREpsTDJnd1l5ODRPVEF3T1RZMk1EVTFPVFkyTHpFd01ETTNNVE10TVY4NE1EQlhlRGd3TUVnfDA0YmYyYTEwYjJkNDk1NTk1ZjdmMTQyYWFmZjBkYmUwYTUxYWU0MDU4NDMzOWQ2ODE3NzE3NmU1OWFkY2M0Yjc,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003719,634650,OSL-213,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - XS650 72-83,36.30,30.00,18.00,8430525883994,5,4016930090,0,1,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,396,92,182,99,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003719-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY5MzJ8aW1hZ2UvanBlZ3xhRGRoTDJoaU5DODRPVFExTnpNME16VXlPVEkyTHpFd01ETTNNVGt0TVY4NE1EQlhlRGd3TUVnfGVmZTkyODI1MWM4M2Q0YTJmZWEyMjAzODYyYjBiY2ViYTEyMGNjZjM1NDM4N2U2YTI4MWQyYzg5ZTI4YzNjOGQ,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003720,634500,OSL-210,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - XT/SR500 76-95,31.46,26.00,15.60,8430525884007,8,4016930090,0,1,Se compone de 10 Retenes,Se compone de 10 Retenes,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,80,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003720-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ5MjB8aW1hZ2UvanBlZ3xhREl4TDJneE1TODRPVEF3T0RNd056STBNVEkyTHpFd01ETTNNakF0TVY4NE1EQlhlRGd3TUVnfDg2NTY4NzQyYjQ3ZjliN2QyYTYzYjIzMWVhZGY5MjQ1MzIzODRmYjNiZWZlNTNiMWUyZDViZWU1YWE4N2U1OTE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003721,634550,OSL-209,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - XT550/600 SXR600,31.46,26.00,15.60,8430525884014,6,4016930090,0,1,Se compone de 10 Retenes,Se compone de 10 Retenes,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,50,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003721-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAzMjR8aW1hZ2UvanBlZ3xhR0l5TDJoaU1pODRPRGN6TURVMk5qTXlPRFl5THpFd01ETTNNakV0TVY4NE1EQlhlRGd3TUVnfGViZjhhMGNhM2ZkOTJjYmJlNmVlMGIwNjYyMTY2NWJjZWE5MmI0MmIxMTMyZjE5YjYyNWE4NGZiNDJkODFhNGI,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003726,650005,CMR-103-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (2 piezas) - Honda CX500CA125GL1100 CMR-103-2,6.05,5.00,3.00,8430525878440,5,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in pairs</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in pairs",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,196,20,64,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003726-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk2NDd8aW1hZ2UvanBlZ3xhR0UxTDJoa05pODRPVE00T0RNMU16UTFORE00THpFd01ETTNNall0TVY4NE1EQlhlRGd3TUVnfDhlM2JmODgxNGQ1ZDBjMmEwZGVkZjA1MTM2MGU1ZGJkNjEyNWEzZjFhZmNmYzFmYTc5M2VlOTUzOWVhMTZkOTY,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003715,631754,OSL-112,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - CB750/900 CB1100F/R,36.30,30.00,18.00,8430525883932,0,4016930090,0,1,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,122,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003715-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2OTV8aW1hZ2UvanBlZ3xhRGMzTDJnNFppODRPVFV6TXpVd056RTNORGN3THpFd01ETTNNVFV0TVY4NE1EQlhlRGd3TUVnfGYyZDZiNjRmZDMxMzk4YzU0N2NjN2QxZGI4Y2RkYzAzYWY4ZjE5MDUxOTdmOGQ5NWIxNDk5MDk3MTk0ZmZlMGM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003718,634399,OSL-211,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - XS400S 77-82,16.50,13.64,8.18,8430525883987,1,4016930090,0,1,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,60,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003718-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMyMTZ8aW1hZ2UvanBlZ3xhR0UyTDJneE15ODRPVEkyTkRBek1ETTFNVFkyTHpFd01ETTNNVGd0TVY4NE1EQlhlRGd3TUVnfDEyYTM4ZTQ3MGNkNzdlMTE0OWQ0ZGE5NGE0ZTU5YmJiMjFkMWFjYWNkZDdkNzg0MGVjOWM3ZWUwOWEyODQwN2Y,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003732,650010,CMR-402-6,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (6 piezas) - ZX1100 ER-6N/F ZX6R ZX10R CMR-402-6,12.10,10.00,6.00,8430525878501,0,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Six in pack</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSix in pack",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,190,18,64,63,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003732-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgzMzJ8aW1hZ2UvanBlZ3xhRGRoTDJnMVpDODRPVFk0TnpRNU16VXdPVFF5THpFd01ETTNNekl0TVY4NE1EQlhlRGd3TUVnfGRkZGY0MTk2Y2MzOWI2NzEwMjQyNDY1MzBhM2ViZTA3NTUxYjQxMDlkM2MzN2FkNmRmNDc2MjNkODcxYTUxM2E,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016461,650322,WMS-903,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX - Kawasaki,26.62,22.00,13.20,WMS-903,0,8409910090,0,1,<p>Gran resistencia t&eacute;rmica Rendimiento y fiabilidad.</p>,"
Gran resistencia térmica Rendimiento y fiabilidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,196,34,64,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016461-1.jpg?context=bWFzdGVyfHJvb3R8OTE4Mjh8aW1hZ2UvanBlZ3xhREUzTDJnd015OHpNekV6TVRNMU5qZzRNRGt5Tmk4NE1EQlhlRGd3TUVoZk1UQXhOalEyTVMweExtcHdad3w5ZDQ4MDM4ZmMxNTY0YmI4OGExNjBjN2EwYTlkMzY5ZjI1MGE4YzZiYWIzY2Q5ZjNjMDY4NTliMGUwNThmOTE3,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016464,650327,WMS-908,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX - Honda,38.72,32.00,19.20,WMS-908,27,8409910090,0,1,<p>Gran resistencia al calor</p><p>Rendimiento y fiabilidad.</p>,"
Gran resistencia al calor
Rendimiento y fiabilidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,196,41,64,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016464-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk1NjN8aW1hZ2UvanBlZ3xhR0k0TDJnNFpTODRPVEkwTVRJeE1UWTVPVFV3THpFd01UWTBOalF0TVY4NE1EQlhlRGd3TUVnfDVmODQxZWZmMmMzOGY4OWNhZDlhNDVjNmJmMDRhZGQwNTA0YzlkNWJhYzkwYmU4M2M5OWMxMjI0Yjc0MzQ2ZmY,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016466,631505,OSL-105R,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aciete de motor TOURMAX - Honda CX500/GL500,16.94,14.00,8.40,OSL-105R,0,4016930090,0,1,<p>Los juegos de juntas de la parte baja contienen todos los retenes necesarios para volver a montar todo el motor.</p>,"
Los juegos de juntas de la parte baja contienen todos los retenes necesarios para volver a montar todo el motor.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,50,153,155,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016466-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUxMTh8aW1hZ2UvanBlZ3xhR1kwTDJnMlpTODRPVEE0TkRVek56Y3pNelF5THpFd01UWTBOall0TVY4NE1EQlhlRGd3TUVnfGVhODAxYzYxMzUyMWNmMzRiOTMxYTgwYTllZDg0ZDQ1OTIzNGY5YWIyZWRkYTg5MjI3MzhlYzA0Y2ExMGJhOGE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016434,601519,HCG-104T,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Honda VT500/600C,12.10,10.00,6.00,HCG-104T,0,8484100090,0,1,<p>Tourmax: las mejores juntas calidad-precio del mercado</p><p>Se vende por unidad.</p>,"
Tourmax: las mejores juntas calidad-precio del mercado
Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,475,58,268,197,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016434-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURZekwyZzVOaTg0T1RZNU1ERTFPREl3TXpFNEx6RXdNVFkwTXpRdE1WODRNREJYZURnd01FZ3w3YWQwOWIwMTgyMmM5MjEwMmU0NGFmOWY2YTA5NTczZTNjODgyZGU4NTQ1MmRkZGQ1MDZiN2QwY2U3NzM2MDkz,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016435,601518,HCG-106,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Honda CX500,24.20,20.00,12.00,HCG-106,0,8484100090,0,1,"<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p>
<ul>
	<li>Kit de junta de la tapa de balancines</li>
	<li>Gran resistencia al calor con el paso del tiempo</li>
	<li>Incluye 1 juntas.</li>
</ul>
","
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.

	Kit de junta de la tapa de balancines
	Gran resistencia al calor con el paso del tiempo
	Incluye 1 juntas.

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,643,48,268,200,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016435-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdaaEwyZzBOeTg0T1RZNU1ERTJNREUyT1RJMkx6RXdNVFkwTXpVdE1WODRNREJYZURnd01FZ3wwMmQ1YjM3OTg1NmNhMGI4NDI4MTA0NDZmYzBiNzk5NjAyZjZmMTUyZjRkODkzYjk4YzBiNzVkZmMxMDRiMWVm,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016472,650019,CSP-301-4,TOURMAX,TOURM SEAL CAMSHAFT,Chaveta árbol de levas TOURMAX - Suzuki GS550/GSX750/GS1000,9.68,8.00,4.80,CSP-301-4,0,8714109090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><p>Junta de media luna.</p><p>Para la tapa del &aacute;rbol de levas de f&aacute;brica.</p><p>Se venden por pares.</p>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.
Junta de media luna.
Para la tapa del árbol de levas de fábrica.
Se venden por pares.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,186,23,61,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016472-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY2MTZ8aW1hZ2UvanBlZ3xhRFJsTDJoak5pODRPVFV6TURneU56QTNPVGs0THpFd01UWTBOekl0TVY4NE1EQlhlRGd3TUVnfDA5MzMyMWYyZmJhN2Y4NWNkNmMxOTJjMDQ3NzQzYWMxZTE2ODhhYWYzNmYyNWYyM2RlNDhkOTg1MGFhMDFlNGI,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016446,601538,HCG-315,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Suzuki GS750,9.68,8.00,4.80,HCG-315,2,4016930090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,960,73,401,266,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016446-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdRNUwyZzBNQzg0T1RNNE56STNOekF5TlRVNEx6RXdNVFkwTkRZdE1WODRNREJYZURnd01FZ3wwMTA0MWJiZDNiMzgzOGFiM2ZiY2ExMjg4YmI1ZTkxNDBkZGVmMjM4NmQzYTIwODIxYzc2ODJhZjk0YTUzMmQw,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016437,601523,HCG-109,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Honda GL1000/1100,20.57,17.00,10.20,HCG-109,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><p>Kit de junta de la tapa de balancines.</p><p>Gran resistencia al calor con el paso del tiempo.</p><p>Vendido por unidad.</p>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.
Kit de junta de la tapa de balancines.
Gran resistencia al calor con el paso del tiempo.
Vendido por unidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1015,60,267,200,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016437-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURVNUwyZ3pZUzg0T1RZNU1ERTJOREV3TVRReUx6RXdNVFkwTXpjdE1WODRNREJYZURnd01FZ3w0ODBhMWFkNmY4MDA1MGYzOGRmMDRhOGY1YTQ1OGM4MjNjOGE5NDNhZTVhZDRlZWE1ZjNmZWZkYjVmYThmYTc4,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016442,601543,HCG-202,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Yamaha XS750,10.89,9.00,5.40,HCG-202,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,771,81,402,274,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016442-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdWa0wyZ3lZeTg0T1RZNU1ERTNNemt6TVRneUx6RXdNVFkwTkRJdE1WODRNREJYZURnd01FZ3w1NDA0MjFhMTUyM2M3MzdjMGM4NTM0NTk5ZjFjZjZhNzlmYWI3ZDQ0ZDZhOTY2NDNlNmZjN2M4YjJhOTFiNjQ2,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003710,650320,WMS-901,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX,30.25,25.00,15.00,WMS-901,121,8409910090,0,1,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title><style type=""text/css"">.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style></head><body><ul><li>Highly resistant to heat</li><li>Performance and reliability</li></ul></body></html>",Highly resistant to heatPerformance and reliability,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,196,40,64,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1003710-1.jpg?context=bWFzdGVyfHJvb3R8OTc1MzB8aW1hZ2UvanBlZ3xhR1JsTDJneU9TOHpNekV6TURrek16Z3hNekkzT0M4NE1EQlhlRGd3TUVoZk1UQXdNemN4TUMweExtcHdad3w0OWU0ZjcyNjU5NmZiY2I1NTU3NDcwM2EwODU0NmFjNGU2NWQxYjFjMTkyOGQ1NDU1MTQ1NDc0OTNjYTdkMjUx,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003717,634350,OSL-207,TOURMAX,TOURM OIL SEAL LOW ENGINE,Kit retenes aceite de motor TOURMAX - RD350LC 4LO 80-82,37.51,31.00,18.60,8430525883956,3,4016930090,0,1,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,262,120,185,101,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003717-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwODd8aW1hZ2UvanBlZ3xhR0ptTDJnell5ODRPVEE0TWprMk9UYzRORFl5THpFd01ETTNNVGN0TVY4NE1EQlhlRGd3TUVnfDBiYWQ5YjUwNmI0ZDIxNWRiMzQzZGE4MDUzNDY5ZDI2M2NiYjdkYTEwOTJhNjUwMTUzZjdjYTY5YjQyYWNmMjE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003724,650007,CMR-110-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (2 piezas) - CBR125RCB600 Hornet CBR900RR ST1100 CMR-110-2,4.84,4.00,2.40,8430525878426,18,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in pairs</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in pairs",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,216,22,150,80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003724-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk2NDd8aW1hZ2UvanBlZ3xhRGsyTDJobE1DODRPVEkyT0RVME56YzBPREUwTHpFd01ETTNNalF0TVY4NE1EQlhlRGd3TUVnfDI2YTgwNzZhODFiMmRhY2Q2Njg5YjE3ZjBkZDJmYjk3Njk5YWU4YzQzMWI2OTAzNDQ1OGI4MjVlOGFjYjIyNGU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003728,650012,CMR-302-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (2 piezas) - SV650 GSF650 BANDIT DR-Z400 CMR-302-2,8.47,7.00,4.20,8430525878464,5,8714109090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in pairs</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in pairs",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,192,22,150,80,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003728-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk2NDd8aW1hZ2UvanBlZ3xhRGszTDJnNE1pODRPVE0wTmpVMU16STRNamcyTHpFd01ETTNNamd0TVY4NE1EQlhlRGd3TUVnfDk4ZDI2YmQwNDNhMTgwMDgyZGY0NDNhNDJkYzQ5YTk3YzkxYjNhYWI1OGY1YWNiOWM4ODdlYzlkMzUzOWI4YWI,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003731,650013,CMR-201-4,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (4 piezas) - TDM850 FZR600 TRX850 YZF750R CMR-201-4,6.05,5.00,3.00,8430525878495,1,8714109090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in sets of 4</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in sets of 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,147,21,151,81,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003731-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgzMzJ8aW1hZ2UvanBlZ3xhRFJoTDJnMk5DODRPVFk0TnpRNU1UVTBNek0wTHpFd01ETTNNekV0TVY4NE1EQlhlRGd3TUVnfDc0MzAwM2ViYWEzNzNmNWEwM2U4ZGUxMGRlY2UxNjMzZTlmNmFjZGU1M2QxMTBhODAxMDU3YzlhMDljZDIxODk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
