PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,AllPicturesZIP,Document1,DeliveryPlant
1009740,360303,V302B,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Suzuki RM125 89-08",212.81,175.88,114.32,V302B,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,250,176,140,76,https://api.mybihr.com/medias/1009740-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRFF5TDJnME1pODRPVFV5T0RRek5qazRNakEyTHpFd01EazNOREF0TVY4NE1EQlhlRGd3TUVnfDFkNGMwYTJkNDdkYzY2ODYxOTU4NjI4ZTc1OTE0NjNjZDMwMjJkNmUzZDliMGE5YWRhOWVkZmMzMDY5MDViNGQ,https://api.mybihr.com/medias/1009740-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRGN5TDJnellpODRPVFV5T0RRek9EazBPREUwTHpFd01EazNOREF0TWw4NE1EQlhlRGd3TUVnfDRjZWFlZTIxMmEzMzMxMzYyNDg4ZjlmNDhhN2Y1ODJlNWY5MjAxNDg3MTY3NGNhNmE1NTRlYzA0YTE5N2E1ODA,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009741,360330,V303A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Kawasaki KX125 03-08",212.81,175.88,114.32,V303A,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1507,244,173,134,65,https://api.mybihr.com/medias/1009741-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRGRrTDJnMVpDODRPVE0wT0RJd05qRXdNRGM0THpFd01EazNOREV0TVY4NE1EQlhlRGd3TUVnfDdhNTJiYTllNzEyZDQ4NjQ3Yzc1MDViYjg3ZDhiZTQ0MDYxOWVjODkyMGU5MzVkMjk0M2FlODEwMGJjMTg5ZWY,https://api.mybihr.com/medias/1009741-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRE5oTDJnMk5DODRPVE0wT0RJd09EQTJOamcyTHpFd01EazNOREV0TWw4NE1EQlhlRGd3TUVnfGVmMTMxNzUwOTdmYzFmMjdjYTVkZWY1ZWY1ZDRjZjIwZjVmMjYzYzFiMzlmYWU3NTFmYTY4ZWY4NWE1OGZjZjM,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009745,360338,V306A-M,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, KTM 200/250/300",212.81,175.88,114.32,V306A-M,2,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1547,265,170,130,70,https://api.mybihr.com/medias/1009745-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRFl6TDJnell5ODRPVE00T0RnM05qYzFPVE0wTHpFd01EazNORFV0TVY4NE1EQlhlRGd3TUVnfDYzMjYzNzgwZTY2ZGZjYjE1ZmNmNzU0MGIyMmM0NjlhYmI3MGNhODhiN2U4N2Y3ZDI2MmIzMTA3NDg1ZDZkY2I,https://api.mybihr.com/medias/1009745-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRGt6TDJnek5TODRPVE00T0RnM09EY3lOVFF5THpFd01EazNORFV0TWw4NE1EQlhlRGd3TUVnfGFjNTc4NWRkZjk2ZGVjODliOGE3MzdmNjdlYjliZjQ2NzY3NGNkYWQ5N2UzMzZmMGZkYjcyMDVmMGZhNjI2YjA,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009747,360339,V307B,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas Moto Tassinari V-Force 3, Kawasaki KX250 05-08",212.81,175.88,114.32,V307B,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1593,286,170,132,71,https://api.mybihr.com/medias/1009747-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRFZsTDJnek5TODRPRGN6TURZeU1UY3dOalUwTHpFd01EazNORGN0TVY4NE1EQlhlRGd3TUVnfDRkYmQxYjBlYWVlMDQ4NzYxZWIzYWQyZTVlMzliMzcyNjE5MWE5ODRlMjM0MjFjZDIzZWFkZmM1NmQ5YWNjZGY,https://api.mybihr.com/medias/1009747-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR0V4TDJneVpTODRPRGN6TURZeU16WTNNall5THpFd01EazNORGN0TWw4NE1EQlhlRGd3TUVnfDg5MmM1MDQ5MjE1NzMyYzQ4ZmQ3NmE2YjIxMWJhY2E0ZGNiY2IzYTFmNTk4NDczNzQ3NDEzYjIxY2E4MThlMGI,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009768,360351,V382S-A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Yamaha YZ85, 02-19",227.64,188.13,122.28,V382S-A,1,8481809990,0,1,"<ul>
 <li>
  Para Honda YZ85 '08
 </li>
 <li>
  <br>
 </li>
</ul>","
 
  Para Honda YZ85 '08
 
 
  
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1808,285,172,144,73,https://api.mybihr.com/medias/1009768-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRFE1TDJoa1l5ODRPVFk0TmpZeE9EWXdNemd5THpFd01EazNOamd0TVY4NE1EQlhlRGd3TUVnfGNlYTc5OWU4OWI5Mjc2YTA3ODA0M2JjYjU1OTQyMzE3OTExNzIwMDk3NGVhYzY5M2JmMjQ2MGI2MjkzZWNlNGE,https://api.mybihr.com/medias/1009768-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ4Njd8aW1hZ2UvanBlZ3xhRFJrTDJoa05TODRPVFk0TmpZeU1EVTJPVGt3THpFd01EazNOamd0TWw4NE1EQlhlRGd3TUVnfGNiNzg4MGUxZjBkMjIwMzYxNTYwZjAwZDNhZTFiNzdiOGQxM2FiZTlmMTY0NTJmNjhkNTIzZTBiNTUxOTRjYWY,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009735,360215,V2M09A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force, RM250 98-02",212.81,175.88,114.32,V2M09A,0,8481809990,0,1,"<ul>
 <li>
  Su estructura de doble jaula, con 8 láminas de carbono, optimiza el flujo de conducción del gas. Las curvas de par y potencia se han mejorado en todo el rango de uso, para garantizar una aceleración más precisa y un motor más vivo.
 </li>
 <li>
  <br>
 </li>
</ul>","
 
  Su estructura de doble jaula, con 8 láminas de carbono, optimiza el flujo de conducción del gas. Las curvas de par y potencia se han mejorado en todo el rango de uso, para garantizar una aceleración más precisa y un motor más vivo.
 
 
  
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,280,176,140,76,https://api.mybihr.com/medias/1009735-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg0MjV8aW1hZ2UvanBlZ3xhR0U1TDJoa015ODRPVE0wT0RVeE16RXpOamswTHpFd01EazNNelV0TVY4NE1EQlhlRGd3TUVnfGE3Nzk5MmRiNDA0YzMwOTAzYzg0MDZkYmI4ZjFlZTE1YTZjMWJhNzY2NmY2ZWY2NDEyM2Q3YWYxNTljMzcyNzU,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009737,360319,V301B,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Honda CR125 2001",212.81,175.88,114.32,V301B,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1700,239,170,137,73,https://api.mybihr.com/medias/1009737-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhR05tTDJobE9TODRPVEE0TkRRME1UTTVOVFV3THpFd01EazNNemN0TVY4NE1EQlhlRGd3TUVnfGZhYTA2MzU5OTUxODJjNTllNTE0MWRkY2I4NzNjZjBmYzQyNTM3ZTI4ZjVhZTMxMjJiMDc4YzIyMmZmYTY5NWM,https://api.mybihr.com/medias/1009737-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR1ptTDJobE1pODRPVEE0TkRRME16TTJNVFU0THpFd01EazNNemN0TWw4NE1EQlhlRGd3TUVnfDM1OTg0MTUwZjE5Mzc3ODYyMGY3MDE2MjAxZWVhMzIyNWQ5MmIyMGE5Yjc1MjhhNDI4MDIwOTZkMDYwMTBjOWE,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009798,360420,3P682H,V-FORCE,VFORC SPAREPARTS REED VALVE,Láminas  de carbono para caja de láminas V-Force 3R,84.70,70.00,45.50,3P682H,0,8714109090,0,1,<p>Kit de láminas de carbono para caja de láminas system VForce 3R.</p>,"
Kit de láminas de carbono para caja de láminas system VForce 3R.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,108,31,112,96,10,https://api.mybihr.com/medias/800Wx800H-1009798-1.jpg?context=bWFzdGVyfHJvb3R8MzEzNjV8aW1hZ2UvanBlZ3xhREppTDJnMk5pODBOakUzT0RVM01qVTJOalUxT0M4NE1EQlhlRGd3TUVoZk1UQXdPVGM1T0MweExtcHdad3wyNjM1NmRiMjcxMjcyYjk5NjY1YzYzMzcwYmVhODQ3ZjAyM2U3YTY0N2M3ZDQ1NmNjMmY2YTg5YjE4MGFjNjMx,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009786,12700012,V4R85A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,Caja de láminas V-Force 4R Husqvarna/KTM 85,206.45,170.62,110.90,V4R85A,2,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1459,178,165,130,68,https://api.mybihr.com/medias/1009786-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc4MTJ8aW1hZ2UvanBlZ3xhRFE1TDJnNFl5ODRPRGN6TnpNeU1EYzVOalEyTHpFd01EazNPRFl0TVY4NE1EQlhlRGd3TUVnfDk1YTc1ZjA4MzRkYTNmMTMyYmJhMWM0MTVlZDM5MWFhZTg5YTQ4ZDM2OTY3NThmMjZlNTMzMmIxNzMwNWU0Yjk,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009788,360405,2P090-1,V-FORCE,VFORC SPAREPARTS REED VALVE,Láminas  de carbono para caja de láminas V-Force 2,84.70,70.00,45.50,2P090-1,2,8714109090,0,1,"<p>Kit de láminas de carbono para caja de láminas system VForce 2. 2x 56x40,30 (2 láminas) 2x 56x36 (2 láminas) </p>","
Kit de láminas de carbono para caja de láminas system VForce 2. 2x 56x40,30 (2 láminas) 2x 56x36 (2 láminas) ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,64,10,123,74,7,https://api.mybihr.com/medias/800Wx800H-1009788-1.jpg?context=bWFzdGVyfHJvb3R8Mjg5MzZ8aW1hZ2UvanBlZ3xhRFUyTDJoaVlpODBOakUzT0RVM01ESXdOekkyTWk4NE1EQlhlRGd3TUVoZk1UQXdPVGM0T0MweExtcHdad3w1ZGI2ZTRhYTc0M2M4M2ExYTYyZDM0ODJlZTU3OTk5N2ZmMDNkYjU0NDY1NGFkOTBiOWQ0NDRiNjM4MTQ3MmU1,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009793,360424,3P412FG,V-FORCE,VFORC SPAREPARTS REED VALVE,Láminas para caja de láminas V-Force 3 V351B,58.23,48.12,31.28,3P412FG,1,8714109090,0,1,<p>Kit de láminas de fibra de vidrio</p><p><br></p><p> </p>,"
Kit de láminas de fibra de vidrio

 ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,78,22,112,99,7,https://api.mybihr.com/medias/800Wx800H-1009793-1.jpg?context=bWFzdGVyfHJvb3R8MzE0Nzd8aW1hZ2UvanBlZ3xhRGd4TDJoa015ODBOakUzT0RVM01UUTFNalEwTmk4NE1EQlhlRGd3TUVoZk1UQXdPVGM1TXkweExtcHdad3xiYjIyYzE2Mjc1NWIwNDYxYWFhZTM4Yzg3N2YwMzBlMjk5ODQ5OGRiZDEwYmM1NDdlYTVmOGMzZDc3NTAxYTY3,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009799,360264,3P682K,V-FORCE,VFORC SPAREPARTS REED VALVE,"Láminas para caja de láminas V-Force 3, Sherco SE250 V303D-M",84.70,70.00,45.50,3P682K,1,8481809990,0,1,<p>Láminas de recambio</p><p>Solamente para cajas de láminas VForce 3</p>,"
Láminas de recambio
Solamente para cajas de láminas VForce 3",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,153,39,124,103,12,https://api.mybihr.com/medias/800Wx800H-1009799-1.jpg?context=bWFzdGVyfHJvb3R8MzEzNjV8aW1hZ2UvanBlZ3xhRFZoTDJnMVppODBOakUzT0RVM01qYzJNekUyTmk4NE1EQlhlRGd3TUVoZk1UQXdPVGM1T1MweExtcHdad3wzMTdkNGQzODY2NTQ3ZjJmM2VlYThhNTdhYTIwZDc0MjY1ODdjZWQzNjVkNzRjYmM3MTZlNjNlMzM3MjI1NGM0,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009806,360539,4P672H,V-FORCE,VFORC SPAREPARTS REED PETALS CARBON,Láminas para caja de láminas KTM/HUSQVARNA V-Force 4R,84.70,70.00,45.50,4P672H,5,8714109090,0,1,<p>Láminas de carbono de recambio</p><p>Para cajas de láminas VForce 4</p><p>Kit de 8 unidades</p><p><br></p><p> </p>,"
Láminas de carbono de recambio
Para cajas de láminas VForce 4
Kit de 8 unidades

 ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,150,37,121,103,12,https://api.mybihr.com/medias/800Wx800H-1009806-1.jpg?context=bWFzdGVyfHJvb3R8MzE3Mzh8aW1hZ2UvanBlZ3xhRE5qTDJnd1lTODBOakUzT0RVM016YzBOakl3Tmk4NE1EQlhlRGd3TUVoZk1UQXdPVGd3TmkweExtcHdad3xjYzAwMGU3YmUyZTkxYjE1ZmExYzY2OWMzNWYzMGQ5MDZjNWZjZDViMThhZGFkYjhiNDFmNTU1MDI2N2MzYjM0,https://api.mybihr.com/medias/800Wx800H-1009806-2.jpg?context=bWFzdGVyfHJvb3R8MTczODh8aW1hZ2UvanBlZ3xhRE16TDJnM1lpOHpNamM1TURjME5ETXdNVFU1T0M4NE1EQlhlRGd3TUVoZk1UQXdPVGd3TmkweUxtcHdad3xiMGQxNzMxNmRhNTE5ZDg0MTU0ZTExMDE2OGI4YTJkMWMyNTExYWE2NWQyMmRiNmM1Mzg0NGRmOTBkODNhN2E2,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009770,360332,V384A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Kawasaki",212.81,175.88,114.32,V384A,8,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,240,176,140,76,https://api.mybihr.com/medias/1009770-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR1JpTDJneE1DODRPVE0wTnpjeU5EUXhNVEU0THpFd01EazNOekF0TVY4NE1EQlhlRGd3TUVnfDNiMTY5ZjkzZGJlOTBhOWFhNjg0MGExNzhlOTBlMzMyMWFhMmQ0NmU5NWZmYjg2NWFlMTYwMjE3NTk3NGNhNzk,https://api.mybihr.com/medias/1009770-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRGs0TDJneE55ODRPVE0wTnpjeU5qTTNOekkyTHpFd01EazNOekF0TWw4NE1EQlhlRGd3TUVnfDhkN2EyODBiNjkzM2Q1OTdkMWY4YTIxMmQ5YWUxYTQwN2MyMDFkNWI3OTVkZGVhMTc1ZjUyYzA5MTlhMDY0NDQ,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009771,360361,V385S,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, KTM 85SX/105SX",212.81,175.88,114.32,V385S,1,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce 3 cuenta con 8 láminas de carbono que permiten impulsar el rendimiento y la sensibilidad de tu moto al acelerar.
 </li>
</ul>","
 
  La caja de láminas VForce 3 cuenta con 8 láminas de carbono que permiten impulsar el rendimiento y la sensibilidad de tu moto al acelerar.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1618,233,170,136,70,https://api.mybihr.com/medias/1009771-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRE0yTDJoa1ppODRPVEkyTkRBMU9UZzBNamcyTHpFd01EazNOekV0TVY4NE1EQlhlRGd3TUVnfGRhOTIyMDJlOTI2OGU0YWNmMTNmYjllMTRjZGVhMzM1Y2JiMzk4NjdmZGViZGU1YTdiMzJkZDVlNjIzYTVhMzE,https://api.mybihr.com/medias/1009771-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNDd8aW1hZ2UvanBlZ3xhRFJsTDJoa01pODRPVEkyTkRBMk1UZ3dPRGswTHpFd01EazNOekV0TWw4NE1EQlhlRGd3TUVnfGYyZWI0NGVjNWZmMDZmNzUzOTcyNjRlM2I5Y2U2ZDc2NGNmMGU3YmNmMTQyNzZjYTM5MjAyOTU5YjA4MTVhNjQ,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009775,360231,V4145,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Cajas de láminas V-Force 4, Yamaha Banshee, RD250/350/400",195.87,161.88,105.22,V4145,15,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce 4 se ha desarrollado sobre la base sólida del módelo VForce 3, aplicándole numerosas mejoras.  Las láminas de fibra de carbono, combinadas con el nuevo cuerpo de resina, potencian la velocidad de tu moto gracias a un flujo de aire un 10 % mejor.
 </li>
</ul>","
 
  La caja de láminas VForce 4 se ha desarrollado sobre la base sólida del módelo VForce 3, aplicándole numerosas mejoras.  Las láminas de fibra de carbono, combinadas con el nuevo cuerpo de resina, potencian la velocidad de tu moto gracias a un flujo de aire un 10 % mejor.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1613,289,172,134,70,https://api.mybihr.com/medias/1009775-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE1MzB8aW1hZ2UvanBlZ3xhR1V6TDJoaU9DODRPRGN6TnpBeE9UTXpNRGcyTHpFd01EazNOelV0TVY4NE1EQlhlRGd3TUVnfGVlZjgyMmMzNjhmZDcwMjEwMDY3NTA2MTYzNTQ1NTM4ZDA2Y2RkMDlmZWE3NGEzYWU5MWNiMWVlM2Q2NTAzMDM,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009776,360355,V417A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4, KTM y Husqvarna 200/250/300",195.87,161.88,105.22,V417A,15,8481809990,0,1,"<ul>
 <li>
  Las caja de láminas VForce 4 se han desarrollado a partir de la notable experiencia adquirida con las VForce 3. La mejora principal de este componente es un tope más amplio en las láminas, que ofrece todavía más rendimiento y fiabilidad.
 </li>
 <li>
  <br>
 </li>
 <li>
  Láminas precurvados para un mejor sellado        Cajas de láminas más amplia, para optimizar el flujo de aire        Impulsa la potencia de aceleración        Mejora la comodidad        Más sensibilidad del motor cuando se revoluciona        8 láminas de carbono        Láminas de recambio: 360539
 </li>
</ul>","
 
  Las caja de láminas VForce 4 se han desarrollado a partir de la notable experiencia adquirida con las VForce 3. La mejora principal de este componente es un tope más amplio en las láminas, que ofrece todavía más rendimiento y fiabilidad.
 
 
  
 
 
  Láminas precurvados para un mejor sellado        Cajas de láminas más amplia, para optimizar el flujo de aire        Impulsa la potencia de aceleración        Mejora la comodidad        Más sensibilidad del motor cuando se revoluciona        8 láminas de carbono        Láminas de recambio: 360539
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1595,262,170,134,70,https://api.mybihr.com/medias/1009776-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU2NTJ8aW1hZ2UvanBlZ3xhR1ExTDJneE1pODRPVE00TWpRNE1qUXhNVGd5THpFd01EazNOell0TVY4NE1EQlhlRGd3TUVnfGNiMjQ1NTk1ZGVjNzhlNWQyZmMxNzRmMTdmYjc2NDc1NTlmYzFlMmQwOWE1ZjAxMWEwYjM1MDdjMDU2ZTZmODY,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009777,12700018,V4R01D,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4R, Honda CR125 87-00 y 2002",206.45,170.62,110.90,V4R01D,0,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1683,195,173,137,71,https://api.mybihr.com/medias/1009777-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE4MjF8aW1hZ2UvanBlZ3xhRGhpTDJoak9DODRPVEE0TlRVNU9EUXpNelU0THpFd01EazNOemN0TVY4NE1EQlhlRGd3TUVnfGMzNjYxZDIwNzI0MWJiNzY4YWJhZmM0ZGY2MTIyZDBhZGZmY2JkMjM0NGY4NTc5NzM0YjAwNTc5ZGUzNjFiMGM,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
