PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 1 (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Embalaje,Referencias OEM,Tipo de producto,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,Document3,DeliveryPlant
1003183,63921,574A851TG/A,CENTAURO,CENTA GASKET TOP ENGINE SET,Kit de juntas parte baja motor DUCATI 906 1989-91 574A851TG/A,37.34,30.86,20.06,574A851TG/A,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,4269,180,465,340,27,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003183-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2ODN8aW1hZ2UvanBlZ3xhREZoTDJobU1DODRPVEF3T1RnME56WTJORGswTHpFd01ETXhPRE10TVY4NE1EQlhlRGd3TUVnfGU5NTVmNDg1NTFmMDZkOTk2ZmRmOWM4MGQwM2VhZWQ2MjZkNDBmZDZhNDAwYzg0ZTFiMzgyMzcxZjVkYTQxOTQ,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003104,65008,990A092TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,120.47,99.56,64.71,8430525650084,0,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,764,140,221,182,19,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003104-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwODZ8aW1hZ2UvanBlZ3xhRGN5TDJneE5pODRPRFUwT0RrME1qRTFNVGs0THpFd01ETXhNRFF0TVY4NE1EQlhlRGd3TUVnfGI3NzhhOWIzYjE1ZGVjM2JkMjBmZGI2NDYyOTY3MjBiM2YxNWM3YzYyYzA1NTc0ZjU0NmU4MDMzNmZkYTBmMGU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000612,63614,990B17086,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,23.35,19.30,12.55,8430525636149,2,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,783,82,351,248,9,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000612-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2Nzh8aW1hZ2UvanBlZ3xhR05qTDJoak5TODRPVFE0T1RReU5qWTNPREEyTHpFd01EQTJNVEl0TVY4NE1EQlhlRGd3TUVnfDlmYTFmNzE1ZTQ3OTUyNzI2NDk3Yzk2YTU4ZjY5N2Y5MDAwNTE2YTdmOGU5NmRhMjVhNTYxMTU2ZjA3YTYwMDk,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001100,62617,933B02040,CENTAURO,CENTA GASKET CYLINDER HEAD COVER,Junta de tapa de balancines CENTAURO,5.99,4.95,3.22,8430525626171,3,8484900090,0,1,"<p align=justify>Centauro, European manufacturer, offers a wide range of seal kits for all European and Japanese motorcycle.</p>","
Centauro, European manufacturer, offers a wide range of seal kits for all European and Japanese motorcycle.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,81,100,143,63,9,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000613,63535,990B17097,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,23.35,19.30,12.55,8430525635357,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,795,84,356,248,9,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000613-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2Nzh8aW1hZ2UvanBlZ3xhREF6TDJnNU5pODRPVEF4TkRnd09EUXhNalEyTHpFd01EQTJNVE10TVY4NE1EQlhlRGd3TUVnfDc0Njg0NTA0ZDg5NmFhMjhiNTdiNWM3NjNhYTBmZTY4MDg5NTc3NTc5NDdjYjJmY2ZlYzNkN2E4ZGVhMmYzM2M,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000614,63334,990B17102,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,19.64,16.23,10.55,990B17102,1,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,594,86,345,246,7,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000614-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUyOTh8aW1hZ2UvanBlZ3xhRGhpTDJnMk1TODRPRFV6T1RjME9ERXdOalUwTHpFd01EQTJNVFF0TVY4NE1EQlhlRGd3TUVnfDk5MTA4ZTkwZDM1N2FkOWY4NjY2Yzc3Y2NkNjRiNjAwMzZmZGMyYTNkNzQ5NGNjZDNhMzMwNWZkMGM1NzljNTc,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002607,63939,722A120TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,38.33,31.68,20.59,8059772724159,2,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,204,55,149,152,9,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002607-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhRGhtTDJnMFl5ODRPVEE0TlRNMk5ERTBNak00THpFd01ESTJNRGN0TVY4NE1EQlhlRGd3TUVnfDFhY2MyNzYyYzQzMWQzM2QyZjU2ZjZjM2Q2N2RhYmJmODlmMzczZmQzOGJmODk2NzQ4OTQ5YmYwMTIzNWY4OTY,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001103,63042,411B02001,CENTAURO,CENTA GASKET CYLINDER HEAD COVER,Junta de tapa de balancines CENTAURO,18.71,15.46,10.05,8430525630420,2,8484900090,0,1,<p>Centauro engine gaskets are designed for reconditioning and are a guarantee of long-term reliability. There are used as original fit by several manufacturers.</p> <ul> 	<li>Cylinder head gasket</li> 	<li>Supplied as a single unit</li> </ul>,"
Centauro engine gaskets are designed for reconditioning and are a guarantee of long-term reliability. There are used as original fit by several manufacturers.  	Cylinder head gasket 	Supplied as a single unit ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,538,57,299,200,9,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001103-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdZMEwyaGtPUzg0T1RJME1URXlPVEV5TkRFMEx6RXdNREV4TURNdE1WODRNREJYZURnd01FZ3wyODM0OTRjMTJhZjFhMjIxMWVhOWNmY2I0YmZjMmQ4ZDk1M2RkNGQ1YWNjYjA5NGFmMTFhMWRkYTgwZTUxM2Mw,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000658,62714,666B17022,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,10.68,8.83,5.74,8430525627147,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1198,50,298,201,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000658-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhRGxpTDJnME55ODRPVEF4TkRneE1ETTNPRFUwTHpFd01EQTJOVGd0TVY4NE1EQlhlRGd3TUVnfDkxMDQyYjAzZjRmMmRjOGE5YTlkNWIyYmRjMjAyMWRiM2Q0NmMzN2YxNjU0YmRkNjE0NDI3NTI5NjJhMTgyNjQ,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000659,62708,666B17014,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,17.01,14.06,9.14,8430525627086,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,70,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000659-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhREV4TDJoa09DODRPVFV5T1RRek1qUTNNemt3THpFd01EQTJOVGt0TVY4NE1EQlhlRGd3TUVnfDNmZTc5ODdkNTI2YjZiMzU5ODVkNDhmNWI2NjBjOTcxMDZlOTgxN2QzMDhiMzk3MGVhMjFlNzNjNzA4MGFjMzQ,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001145,63467,990A009FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,20.95,17.31,11.25,8430525634671,0,8484900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Complete gasket sets contain everything you need to reassemble the entire engine with the exception of the oil seals.<a id=""_dx_frag_EndFragment""></a></p></body> </html>","       Complete gasket sets contain everything you need to reassemble the entire engine with the exception of the oil seals. ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2212,102,488,206,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001145-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRFV3TDJoaVppODRPVEkwTVRNeU56WTVPREl5THpFd01ERXhORFV0TVY4NE1EQlhlRGd3TUVnfDZiNTJhMWI4M2Q5ODJjOTU0ODQ1YzBlZGFmOWEwZDdkY2E1OTU0MGVhYTcwMjQ3YTdlNjNmMTBhZDVjMDQ2MGY,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002852,63269,933A085TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,14.52,12.00,7.80,8430525632691,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,256,40,145,147,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002852-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhRGhsTDJnNFlpODRPVE01TURJM01ETTRNak00THpFd01ESTROVEl0TVY4NE1EQlhlRGd3TUVnfDA3YjI3MWI0ZTBmN2MxMGE1YTJlYmM2OWRmN2RmNmMxOWE5NWE0YWJhZDU5YTFkMDA4YTkyZmFmOWY5YTZhZDU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003280,64036,666A133SR,CENTAURO,CENTA OIL SEAL LOW ENGINE,Kit de retenes de motor CENTAURO,40.96,33.85,22.00,666A133SR,0,8484900090,0,1,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,Bottom end gasket sets contain all of the sealing rings needed to reassemble your entire engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,65,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003280-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2OTV8aW1hZ2UvanBlZ3xhRGxtTDJobU9DODRPVEF4TVRJd05USTBNekU0THpFd01ETXlPREF0TVY4NE1EQlhlRGd3TUVnfGYzOWYyNzUwNTliMTdmOTljNTAwODUwNWM4YzExMWU4NzIxYWNhNDc5ZjA3ZGE4MTcxY2Q2NDMxZDdkZTg1OGI,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001764,64855,875A502FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,102.89,85.03,55.27,8050444899182,2,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,905,223,300,201,15,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001764-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhREUwTDJnME9DODRPRFUwTXprNU9UUXlOamcyTHpFd01ERTNOalF0TVY4NE1EQlhlRGd3TUVnfDNjZjJmNWI3ODIzY2ZlMzJlOTM0ZjY5ODlhNDJhNzgyM2MxZTNhZWZmODU2MWVkZjNiZDUxY2I0MGVmZGFkYjE,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002281,63354,933A017TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,17.42,14.40,9.36,8059772727150,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,256,89,145,147,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002281-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhRE00TDJnMFlTODRPRGN6TmprNE5Ua3dOelV3THpFd01ESXlPREV0TVY4NE1EQlhlRGd3TUVnfDgzMjM0YzY4NWIyZjhlZDNhNTUyNmJhNzYyZjc5YjY0NmI3M2M3MmQ3ZmVhMDNkMDNjZGJlNjIyM2NiOGE1MDI,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003242,64549,990A152SR,CENTAURO,CENTA OIL SEAL LOW ENGINE,Kit de retenes de motor CENTAURO,71.57,59.15,38.45,8430525645493,2,8484900090,0,1,"CENTAURO gasket sets contain all of the sealing components needed to recondition your engine’s bottom end. In addition, the brand’s gaskets are renowned worldwide for their durability and longevity.","CENTAURO gasket sets contain all of the sealing components needed to recondition your engine’s bottom end. In addition, the brand’s gaskets are renowned worldwide for their durability and longevity.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,317,89,152,149,14,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1003242-1.jpg?context=bWFzdGVyfHJvb3R8MzkxOTN8aW1hZ2UvanBlZ3xhRFJoTDJnNE5DODJOems1TVRnek5EUTJNREU1TUM4NE1EQlhlRGd3TUVoZk1UQXdNekkwTWkweExtcHdad3w2YmEzMGYxNzJiMWNkOTZhNWQ4ODk3Yzk5ODYyZGI2Zjk0MTliZjUwZTBkMDY3NWNhOWU0Njk2MDgyMWQwOTdh,https://api.mybihr.com/medias/800Wx800H-1003242-2.jpg?context=bWFzdGVyfHJvb3R8OTc0Mzh8aW1hZ2UvanBlZ3xhR016TDJnNU15ODJPREExT1RnMU16QTJNakUzTkM4NE1EQlhlRGd3TUVoZk1UQXdNekkwTWkweUxtcHdad3xmNTZiNDY4MmM4MzBjNGYxOTFiYjAwM2MzZjUwNDk4NWU3N2ZiYjY3ZmY2Y2ZlYmQ5YjFiOWViNTcyYTFlZDMz,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000774,62784,682B17003,CENTAURO,CENTA GASKET CLUTCH,Junta de tapa de embrague CENTAURO,10.70,8.84,5.75,8430525627840,1,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,670,40,219,180,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1000774-1.jpg?context=bWFzdGVyfHJvb3R8MjY2Nzl8aW1hZ2UvanBlZ3xhR1E0TDJnMFlTODJNekl5TlRZNE5qYzFNek14TUM4NE1EQlhlRGd3TUVoZk1UQXdNRGMzTkMweExtcHdad3xlOTgxMzAxZDI0ZmNkYmI2NzMzZjZhZmUzNzc4ZjQxNDliN2FkMGExMzdjMjMzMmEzYzAxM2FkNzJiYmQ5ODdh,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002734,63234,866A100TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,13.20,10.91,7.09,8430525632349,0,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,256,89,145,147,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002734-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhRGs0TDJobU55ODRPVEkwTlRJNE5qQTNNall5THpFd01ESTNNelF0TVY4NE1EQlhlRGd3TUVnfDU5ODk2NDFjZWIwMmVmMTU4YjY0Nzk3NjRiOTQ1NTNhMDdiNTU1ZjMyNTk3MWQ2NjJmZWM5NjgzNWZmODA5MmQ,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002236,62603,990B06097,CENTAURO,CENTA GASKET LOWER CYLINDER,Junta parte baja cilindro Centauro 0.5mm YZ125 98-04 990B06097,4.13,3.41,2.22,8430525626034,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1,100,10,10,10,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002282,62759,933A018TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,6.87,5.68,3.69,933A018TP,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,30,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002282-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhREU1TDJneU1DODRPRGN6TlRnME9EVXpNREl5THpFd01ESXlPREl0TVY4NE1EQlhlRGd3TUVnfGI5MmY5MDI4YTA5MzUxZmUyNmE3N2JlNDBhN2Q4NzU2ZWRlZmRjNTVmZTk0YzM1ZTE4MjFhNDE1NzIzZjA2MjA,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001899,64218,933A130FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,50.52,41.75,27.14,8430525642188,0,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,706,150,297,198,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001899-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhR0ZtTDJobU9TODRPVFE1TURNeE1qQTJPVFF5THpFd01ERTRPVGt0TVY4NE1EQlhlRGd3TUVnfGJkOGM4NWViM2ExMzFmZjNkMTM3MDI4YjUwNGQyNjM1NmYxOGUxZTA5Y2E0OTM1YjdmOTQyMjQ0MzQ1ZTdiOGM,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001383,65256,666A751FL/A,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,164.63,136.06,88.44,8430525652569,0,8484900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Centauro offers a wide range of top quality and reliable gasket kits for many motorcycles.</p><p> </p><ul start=""1""> <li>Includes all needed gaskets to rebuild engine</li><li>Oil seals sold separately</li></ul> </body> </html>","       Centauro offers a wide range of top quality and reliable gasket kits for many motorcycles.  Includes all needed gaskets to rebuild engineOil seals sold separately  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2669,403,428,231,27,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001383-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRGszTDJnNU15ODRPVEkwTlRBNE56RTNNRGcyTHpFd01ERXpPRE10TVY4NE1EQlhlRGd3TUVnfDgwODAwYTNjYzkwNWEwYzAwNjFiNmZlZGU4YjU3ZjIwZTM5ZWFhZDZkNjQwNGJjNTk0N2FlNWU3NGI3YWIyMWQ,https://api.mybihr.com/medias/1001383-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDgyNTV8aW1hZ2UvanBlZ3xhR00zTDJnNFl5ODRPVEkwTlRBNE9URXpOamswTHpFd01ERXpPRE10TWw4NE1EQlhlRGd3TUVnfDQ2NzY0ZTI0OTUxMjU5NjM3MmQwOTg2ZjE0N2Y3NTAyNDBhNzM4ODUxNjQ5YjBlOTk4ZTA3ODZiYmYwM2MxNjk,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1000908,63094,933B17005,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,13.50,11.16,7.25,8430525630949,2,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,303,73,301,201,5,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1000908-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhR0kzTDJoaE5pODRPVE00TnpNNU5EazVNRE00THpFd01EQTVNRGd0TVY4NE1EQlhlRGd3TUVnfDM4ZTU5YzExY2Y3NTYyMWY5M2IyNmMwNmYzY2Q4NDgzYmEzNDI2MDlkOGQ1MTU4NDI1ZDI3ZjRlMmRhNGFhM2Q,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
